Tick,GlobalTemperature,BlackPopulation,WhitePopulation,GrayPopulation
863,46.17322673897765,0,0,234
864,46.16880105341038,0,0,237
865,46.16248818601578,0,0,251
866,46.09888362670819,0,0,259
867,46.025760997136146,0,0,263
868,45.960453468461075,0,0,258
869,45.95219127195031,0,0,260
870,45.93072549516012,0,0,262
871,45.91012197861129,0,0,264
872,45.89037979433077,0,0,266
873,45.86603125499875,0,0,271
874,45.824892713726214,0,0,271
875,45.80005908643275,0,0,272
876,45.78049867622966,0,0,275
877,45.75303115476752,0,0,275
878,45.73447380784737,0,0,278
879,45.70171066514952,0,0,277
880,45.693246633015306,0,0,283
881,45.64189898891483,0,0,286
882,45.59305937433641,0,0,290
883,45.53148652663454,0,0,289
884,45.515085286815605,0,0,285
885,45.533478528108496,0,0,280
886,45.57521611283271,0,0,283
887,45.558985849740694,0,0,286
888,45.51439068112719,0,0,280
889,45.51808708773719,0,0,288
890,45.4875095034746,0,0,288
891,45.46983121014723,0,0,292
892,45.446767734450944,0,0,295
893,45.424929096949725,0,0,300
894,45.38171841615903,0,0,297
895,45.37941440330507,0,0,300
896,45.347724098509566,0,0,307
897,45.28257433291589,0,0,303
898,45.271557151897845,0,0,306
899,45.25430431456482,0,0,307
900,45.24350166441348,0,0,310
901,45.209233365848,0,0,307
902,45.216161597676695,0,0,308
903,45.21224366266246,0,0,307
904,45.22351272007909,0,0,304
905,45.24220504961443,0,0,301
906,45.27378203775127,0,0,305
907,45.269229306951004,0,0,299
908,45.30844825416183,0,0,301
909,45.31674989689727,0,0,302
910,45.30882020158769,0,0,308
911,45.25733998229876,0,0,299
912,45.29103726914099,0,0,301
913,45.305291345739796,0,0,298
914,45.31423624521831,0,0,296
915,45.30772709059036,0,0,299
916,45.30620871809726,0,0,296
917,45.319316919503756,0,0,292
918,45.35117083864037,0,0,300
919,45.3363564883119,0,0,299
920,45.34485716752729,0,0,303
921,45.31936021715188,0,0,299
922,45.338133322428064,0,0,301
923,45.33064700547916,0,0,302
924,45.30702177197003,0,0,303
925,45.30027090391242,0,0,304
926,45.29033748826062,0,0,305
927,45.27195767437164,0,0,310
928,45.22928724663993,0,0,309
929,45.21629777093333,0,0,308
930,45.21796952595445,0,0,306
931,45.229206248184475,0,0,305
932,45.2418130750656,0,0,300
933,45.276653029119316,0,0,301
934,45.295124704464094,0,0,301
935,45.31079440583157,0,0,303
936,45.30368252671977,0,0,304
937,45.28693182776558,0,0,297
938,45.310462994102025,0,0,298
939,45.32727306396682,0,0,297
940,45.33273744328376,0,0,287
941,45.37586946721604,0,0,295
942,45.35832136917353,0,0,294
943,45.34272739284159,0,0,295
944,45.32743009542608,0,0,299
945,45.32104445920191,0,0,302
946,45.308132184468704,0,0,304
947,45.29295024664522,0,0,301
948,45.29878922951313,0,0,304
949,45.28810145062409,0,0,300
950,45.30322265575448,0,0,304
951,45.29045551803786,0,0,304
952,45.28536454841568,0,0,305
953,45.269500220002705,0,0,307
954,45.25150478673604,0,0,303
955,45.26352653665678,0,0,306
956,45.255892073906324,0,0,310
957,45.22122275979135,0,0,309
958,45.21229311235771,0,0,309
959,45.2082067088618,0,0,305
960,45.232158878149605,0,0,302
961,45.26022722512028,0,0,301
962,45.29278856260334,0,0,303
963,45.29470106763699,0,0,303
964,45.29524585560703,0,0,299
965,45.310028784608804,0,0,301
966,45.308993498246664,0,0,293
967,45.344135676039215,0,0,289
968,45.36337885653105,0,0,296
969,45.33833281916243,0,0,296
970,45.32788552277007,0,0,300
971,45.31294785656767,0,0,300
972,45.31232428549181,0,0,308
973,45.26273368207093,0,0,307
974,45.24241310458312,0,0,309
975,45.22196345635966,0,0,307
976,45.211239252138206,0,0,305
977,45.227163684795535,0,0,306
978,45.23736939874835,0,0,310
979,45.21159196955708,0,0,305
980,45.233314336888924,0,0,308
981,45.22622122637185,0,0,305
982,45.245841801611796,0,0,308
983,45.22678272838158,0,0,308
984,45.217300654320965,0,0,305
985,45.23079161979969,0,0,302
986,45.2655620218546,0,0,305
987,45.259433391119906,0,0,306
988,45.24903880635764,0,0,302
989,45.26983791434779,0,0,298
990,45.31072421365517,0,0,299
991,45.32156096990118,0,0,300
992,45.31893698997517,0,0,297
993,45.33553127522495,0,0,301
994,45.30439822645022,0,0,291
995,45.32522530749004,0,0,288
996,45.33386447343216,0,0,300
997,45.302808400845905,0,0,307
998,45.26329272199933,0,0,299
999,45.30461672772732,0,0,297
1000,45.34069412192525,0,0,302
